Function,Algorithm 1,Algorithm 2,p-value,Significant (p < 0.05)
F182017,GA,DA,0.0,Yes
F182017,GA,BOA,0.0,Yes
F182017,GA,FOA,0.0,Yes
F182017,PSO,GWO,0.0,Yes
F182017,PSO,DA,0.0,Yes
F182017,PSO,BOA,0.0,Yes
F182017,PSO,FOA,0.0,Yes
F182017,GWO,DA,0.00124,Yes
F182017,GWO,BOA,0.00011,Yes
F182017,GWO,FOA,0.02012,Yes
F182017,DA,BOA,0.17191,No
F182017,DA,FOA,0.0,Yes
F182017,BOA,FOA,0.0,Yes
F192017,WOA_SA,GA,0.0,Yes
F192017,WOA_SA,PSO,0.0,Yes
F192017,WOA_SA,GWO,0.0,Yes
F192017,WOA_SA,DA,0.14068,No
F192017,WOA_SA,BOA,0.75215,No
F192017,WOA_SA,FOA,0.0461,Yes
F192017,GA,PSO,0.00043,Yes
F192017,GA,GWO,1e-05,Yes
F192017,GA,DA,0.0,Yes
F192017,GA,BOA,0.0,Yes
F192017,GA,FOA,0.0,Yes
F192017,PSO,GWO,0.0,Yes
F192017,PSO,DA,0.0,Yes
F192017,PSO,BOA,0.0,Yes
F192017,PSO,FOA,0.0,Yes
F192017,GWO,DA,0.0,Yes
F192017,GWO,BOA,0.0,Yes
F192017,GWO,FOA,0.0,Yes
F192017,DA,BOA,0.07556,No
F192017,DA,FOA,0.01619,Yes
F192017,BOA,FOA,0.4843,No
F202017,WOA_SA,GA,0.0,Yes
F202017,WOA_SA,PSO,0.0,Yes
F202017,WOA_SA,GWO,0.87079,No
F202017,WOA_SA,DA,0.05422,No
F202017,WOA_SA,BOA,0.0031,Yes
F202017,WOA_SA,FOA,0.96185,No
F202017,GA,PSO,0.0,Yes
F202017,GA,GWO,0.0,Yes
F202017,GA,DA,0.0,Yes
F202017,GA,BOA,0.0,Yes
F202017,GA,FOA,0.0,Yes
F202017,PSO,GWO,0.0,Yes
F202017,PSO,DA,0.0,Yes
F202017,PSO,BOA,0.0,Yes
F202017,PSO,FOA,0.0,Yes
F202017,GWO,DA,0.00038,Yes
F202017,GWO,BOA,0.0,Yes
F202017,GWO,FOA,0.83328,No
F202017,DA,BOA,0.02685,Yes
F202017,DA,FOA,0.02755,Yes
F202017,BOA,FOA,0.00031,Yes
F212017,WOA_SA,GA,0.0,Yes
F212017,WOA_SA,PSO,0.0,Yes
F212017,WOA_SA,GWO,0.1543,No
F212017,WOA_SA,DA,4e-05,Yes
F212017,WOA_SA,BOA,1e-05,Yes
F212017,WOA_SA,FOA,0.96185,No
F212017,GA,PSO,0.04503,Yes
F212017,GA,GWO,0.0,Yes
F212017,GA,DA,0.0,Yes
F212017,GA,BOA,0.0,Yes
F212017,GA,FOA,0.0,Yes
F212017,PSO,GWO,0.0,Yes
F212017,PSO,DA,0.0,Yes
F212017,PSO,BOA,0.0,Yes
F212017,PSO,FOA,0.0,Yes
F212017,GWO,DA,3e-05,Yes
F212017,GWO,BOA,1e-05,Yes
F212017,GWO,FOA,0.32303,No
F212017,DA,BOA,0.96947,No
F212017,DA,FOA,8e-05,Yes
F212017,BOA,FOA,1e-05,Yes
F22017,WOA_SA,GA,0.0,Yes
F22017,WOA_SA,PSO,0.0,Yes
F22017,WOA_SA,GWO,0.0,Yes
F22017,WOA_SA,DA,0.02012,Yes
F22017,WOA_SA,BOA,0.75943,No
F22017,WOA_SA,FOA,0.12799,No
F22017,GA,PSO,0.0,Yes
F22017,GA,GWO,0.89345,No
F22017,GA,DA,0.0,Yes
F22017,GA,BOA,4e-05,Yes
F22017,GA,FOA,0.0,Yes
F22017,PSO,GWO,0.0,Yes
F22017,PSO,DA,0.0,Yes
F22017,PSO,BOA,0.0,Yes
F22017,PSO,FOA,0.0,Yes
F22017,GWO,DA,0.0,Yes
F22017,GWO,BOA,0.00023,Yes
F22017,GWO,FOA,4e-05,Yes
F22017,DA,BOA,0.31367,No
F22017,DA,FOA,0.00055,Yes
F22017,BOA,FOA,0.32778,No
F222017,WOA_SA,GA,0.0,Yes
F222017,WOA_SA,PSO,0.0,Yes
F222017,WOA_SA,GWO,0.01257,Yes
F222017,WOA_SA,DA,0.49033,No
F222017,WOA_SA,BOA,0.00128,Yes
F222017,WOA_SA,FOA,0.59846,No
F222017,GA,PSO,0.0,Yes
F222017,GA,GWO,0.0,Yes
F222017,GA,DA,0.0,Yes
F222017,GA,BOA,0.0,Yes
F222017,GA,FOA,0.0,Yes
F222017,PSO,GWO,0.0,Yes
F222017,PSO,DA,0.0,Yes
F222017,PSO,BOA,0.0,Yes
F222017,PSO,FOA,0.0,Yes
F222017,GWO,DA,0.0,Yes
F222017,GWO,BOA,0.0,Yes
F222017,GWO,FOA,0.01574,Yes
F222017,DA,BOA,0.00014,Yes
F222017,DA,FOA,0.5399,No
F222017,BOA,FOA,0.00476,Yes
F232017,WOA_SA,GA,0.0,Yes
F232017,WOA_SA,PSO,0.0,Yes
F232017,WOA_SA,GWO,0.00738,Yes
F232017,WOA_SA,DA,0.94661,No
F232017,WOA_SA,BOA,0.3829,No
F232017,WOA_SA,FOA,0.10953,No
F232017,GA,PSO,0.0,Yes
F232017,GA,GWO,0.0,Yes
F232017,GA,DA,0.0,Yes
F232017,GA,BOA,0.0,Yes
F232017,GA,FOA,0.0,Yes
F232017,PSO,GWO,0.0,Yes
F232017,PSO,DA,0.0,Yes
F232017,PSO,BOA,0.0,Yes
F232017,PSO,FOA,0.0,Yes
F232017,GWO,DA,0.0,Yes
F232017,GWO,BOA,0.0,Yes
F232017,GWO,FOA,0.0,Yes
F232017,DA,BOA,0.00833,Yes
F232017,DA,FOA,0.02297,Yes
F232017,BOA,FOA,0.16002,No
F242017,WOA_SA,GA,0.0,Yes
F242017,WOA_SA,PSO,0.0,Yes
F242017,WOA_SA,GWO,0.0,Yes
F242017,WOA_SA,DA,0.0,Yes
F242017,WOA_SA,BOA,2e-05,Yes
F242017,WOA_SA,FOA,0.07556,No
F242017,GA,PSO,0.0,Yes
F242017,GA,GWO,0.0,Yes
F242017,GA,DA,0.0,Yes
F242017,GA,BOA,0.0,Yes
F242017,GA,FOA,0.0,Yes
F242017,PSO,GWO,0.0,Yes
F242017,PSO,DA,0.0,Yes
F242017,PSO,BOA,0.0,Yes
F242017,PSO,FOA,0.0,Yes
F242017,GWO,DA,0.0,Yes
F242017,GWO,BOA,0.0,Yes
F242017,GWO,FOA,0.0,Yes
F242017,DA,BOA,0.10317,No
F242017,DA,FOA,0.0,Yes
F242017,BOA,FOA,0.0,Yes
F252017,WOA_SA,GA,0.0,Yes
F252017,WOA_SA,PSO,0.0,Yes
F252017,WOA_SA,GWO,0.0001,Yes
F252017,WOA_SA,DA,0.00165,Yes
F252017,WOA_SA,BOA,0.0,Yes
F252017,WOA_SA,FOA,0.24122,No
F252017,GA,PSO,0.0,Yes
F252017,GA,GWO,0.0,Yes
F252017,GA,DA,0.02617,Yes
F252017,GA,BOA,0.0,Yes
F252017,GA,FOA,0.0,Yes
F252017,PSO,GWO,0.0,Yes
F252017,PSO,DA,0.0,Yes
F252017,PSO,BOA,0.0,Yes
F252017,PSO,FOA,0.0,Yes
F252017,GWO,DA,0.0,Yes
F252017,GWO,BOA,0.0,Yes
F252017,GWO,FOA,1e-05,Yes
F252017,DA,BOA,0.0,Yes
F252017,DA,FOA,0.0171,Yes
F252017,BOA,FOA,0.0,Yes
F262017,WOA_SA,GA,0.0,Yes
F262017,WOA_SA,PSO,0.0,Yes
F262017,WOA_SA,GWO,3e-05,Yes
F262017,WOA_SA,DA,0.03627,Yes
F262017,WOA_SA,BOA,0.0,Yes
F262017,WOA_SA,FOA,0.9771,No
F262017,GA,PSO,1e-05,Yes
F262017,GA,GWO,0.0,Yes
F262017,GA,DA,0.0,Yes
F262017,GA,BOA,0.0,Yes
F262017,GA,FOA,0.0,Yes
F262017,PSO,GWO,0.0,Yes
F262017,PSO,DA,0.0,Yes
F262017,PSO,BOA,0.0,Yes
F262017,PSO,FOA,0.0,Yes
F262017,GWO,DA,0.03902,Yes
F262017,GWO,BOA,0.0,Yes
F262017,GWO,FOA,2e-05,Yes
F262017,DA,BOA,0.0,Yes
F262017,DA,FOA,0.01293,Yes
F262017,BOA,FOA,0.0,Yes
F272017,WOA_SA,GA,0.0,Yes
F272017,WOA_SA,PSO,0.0,Yes
F272017,WOA_SA,GWO,0.06207,No
F272017,WOA_SA,DA,0.00507,Yes
F272017,WOA_SA,BOA,0.0,Yes
F272017,WOA_SA,FOA,0.17191,No
F272017,GA,PSO,0.20103,No
F272017,GA,GWO,0.0,Yes
F272017,GA,DA,0.0,Yes
F272017,GA,BOA,0.0,Yes
F272017,GA,FOA,0.0,Yes
F272017,PSO,GWO,0.0,Yes
F272017,PSO,DA,0.0,Yes
F272017,PSO,BOA,0.0,Yes
F272017,PSO,FOA,0.0,Yes
F272017,GWO,DA,0.1781,No
F272017,GWO,BOA,0.0,Yes
F272017,GWO,FOA,0.00115,Yes
F272017,DA,BOA,0.0,Yes
F272017,DA,FOA,2e-05,Yes
F272017,BOA,FOA,0.0,Yes
F282017,WOA_SA,GA,0.49639,No
F282017,WOA_SA,PSO,0.0,Yes
F282017,WOA_SA,GWO,3e-05,Yes
F282017,WOA_SA,DA,0.0,Yes
F282017,WOA_SA,BOA,0.0,Yes
F282017,WOA_SA,FOA,0.02122,Yes
F282017,GA,PSO,0.0,Yes
F282017,GA,GWO,0.0,Yes
F282017,GA,DA,0.0,Yes
F282017,GA,BOA,0.0,Yes
F282017,GA,FOA,0.00053,Yes
F282017,PSO,GWO,0.0,Yes
F282017,PSO,DA,0.0,Yes
F282017,PSO,BOA,0.0,Yes
F282017,PSO,FOA,0.0,Yes
F282017,GWO,DA,0.00391,Yes
F282017,GWO,BOA,0.0,Yes
F282017,GWO,FOA,0.00178,Yes
F282017,DA,BOA,0.00019,Yes
F282017,DA,FOA,0.0,Yes
F282017,BOA,FOA,0.0,Yes
F292017,WOA_SA,GA,0.0,Yes
F292017,WOA_SA,PSO,0.0,Yes
F292017,WOA_SA,GWO,0.04193,Yes
F292017,WOA_SA,DA,0.0,Yes
F292017,WOA_SA,BOA,0.0,Yes
F292017,WOA_SA,FOA,0.31367,No
F292017,GA,PSO,0.0007,Yes
F292017,GA,GWO,0.0,Yes
F292017,GA,DA,0.0,Yes
F292017,GA,BOA,0.0,Yes
F292017,GA,FOA,0.0,Yes
F292017,PSO,GWO,0.0,Yes
F292017,PSO,DA,0.0,Yes
F292017,PSO,BOA,0.0,Yes
F292017,PSO,FOA,0.0,Yes
F292017,GWO,DA,0.00032,Yes
F292017,GWO,BOA,0.0,Yes
F292017,GWO,FOA,0.02755,Yes
F292017,DA,BOA,0.00025,Yes
F292017,DA,FOA,0.0,Yes
F292017,BOA,FOA,0.0,Yes
F32017,WOA_SA,GA,0.0,Yes
F32017,WOA_SA,PSO,0.0,Yes
F32017,WOA_SA,GWO,0.0,Yes
F32017,WOA_SA,DA,0.00034,Yes
F32017,WOA_SA,BOA,0.08579,No
F32017,WOA_SA,FOA,0.06633,No
F32017,GA,PSO,0.0,Yes
F32017,GA,GWO,0.0,Yes
F32017,GA,DA,0.0,Yes
F32017,GA,BOA,0.0,Yes
F32017,GA,FOA,0.0,Yes
F32017,PSO,GWO,0.0,Yes
F32017,PSO,DA,0.0,Yes
F32017,PSO,BOA,0.0,Yes
F32017,PSO,FOA,0.0,Yes
F32017,GWO,DA,0.0,Yes
F32017,GWO,BOA,0.0,Yes
F32017,GWO,FOA,0.0,Yes
F32017,DA,BOA,2e-05,Yes
F32017,DA,FOA,0.04398,Yes
F32017,BOA,FOA,0.00446,Yes
F42017,WOA_SA,GA,0.0,Yes
F42017,WOA_SA,PSO,0.0,Yes
F42017,WOA_SA,GWO,0.0,Yes
F42017,WOA_SA,DA,0.09709,No
F42017,WOA_SA,BOA,0.36734,No
F42017,WOA_SA,FOA,0.20796,No
F42017,GA,PSO,0.0,Yes
F42017,GA,GWO,0.0,Yes
F42017,GA,DA,0.0,Yes
F42017,GA,BOA,0.0,Yes
F42017,GA,FOA,0.0,Yes
F42017,PSO,GWO,0.0,Yes
F42017,PSO,DA,0.0,Yes
F42017,PSO,BOA,0.0,Yes
F42017,PSO,FOA,0.0,Yes
F42017,GWO,DA,0.0,Yes
F42017,GWO,BOA,0.0,Yes
F42017,GWO,FOA,0.0,Yes
F42017,DA,BOA,0.17191,No
F42017,DA,FOA,0.5399,No
F42017,BOA,FOA,0.57863,No
F52017,WOA_SA,GA,0.0,Yes
F52017,WOA_SA,PSO,0.0,Yes
F52017,WOA_SA,GWO,0.0,Yes
F52017,WOA_SA,DA,4e-05,Yes
F52017,WOA_SA,BOA,0.02297,Yes
F52017,WOA_SA,FOA,0.70895,No
F52017,GA,PSO,0.0,Yes
F52017,GA,GWO,0.0,Yes
F52017,GA,DA,0.0,Yes
F52017,GA,BOA,0.0,Yes
F52017,GA,FOA,0.0,Yes
F52017,PSO,GWO,0.0,Yes
F52017,PSO,DA,0.0,Yes
F52017,PSO,BOA,0.0,Yes
F52017,PSO,FOA,0.0,Yes
F52017,GWO,DA,0.0,Yes
F52017,GWO,BOA,0.0,Yes
F52017,GWO,FOA,0.0,Yes
F52017,DA,BOA,0.01088,Yes
F52017,DA,FOA,1e-05,Yes
F52017,BOA,FOA,0.04945,Yes
F62017,WOA_SA,GA,0.0,Yes
F62017,WOA_SA,PSO,0.0,Yes
F62017,WOA_SA,GWO,0.0,Yes
F62017,WOA_SA,DA,0.53357,No
F62017,WOA_SA,BOA,0.00103,Yes
F62017,WOA_SA,FOA,0.1355,No
F62017,GA,PSO,0.0,Yes
F62017,GA,GWO,0.0,Yes
F62017,GA,DA,0.0,Yes
F62017,GA,BOA,0.0,Yes
F62017,GA,FOA,0.0,Yes
F62017,PSO,GWO,0.0,Yes
F62017,PSO,DA,0.0,Yes
F62017,PSO,BOA,0.0,Yes
F62017,PSO,FOA,0.0,Yes
F62017,GWO,DA,0.0,Yes
F62017,GWO,BOA,0.0,Yes
F62017,GWO,FOA,0.0,Yes
F62017,DA,BOA,0.00205,Yes
F62017,DA,FOA,0.02617,Yes
F62017,BOA,FOA,0.05936,No
F72017,WOA_SA,GA,0.0,Yes
F72017,WOA_SA,PSO,0.0,Yes
F72017,WOA_SA,GWO,0.0,Yes
F72017,WOA_SA,DA,1e-05,Yes
F72017,WOA_SA,BOA,0.0,Yes
F72017,WOA_SA,FOA,0.70895,No
F72017,GA,PSO,0.02067,Yes
F72017,GA,GWO,0.29995,No
F72017,GA,DA,0.0,Yes
F72017,GA,BOA,0.0,Yes
F72017,GA,FOA,0.0,Yes
F72017,PSO,GWO,0.00165,Yes
F72017,PSO,DA,0.0,Yes
F72017,PSO,BOA,0.0,Yes
F72017,PSO,FOA,0.0,Yes
F72017,GWO,DA,0.0,Yes
F72017,GWO,BOA,0.0,Yes
F72017,GWO,FOA,0.0,Yes
F72017,DA,BOA,0.1355,No
F72017,DA,FOA,5e-05,Yes
F72017,BOA,FOA,0.0,Yes
F82017,WOA_SA,GA,0.0,Yes
F82017,WOA_SA,PSO,0.0,Yes
F82017,WOA_SA,GWO,0.0,Yes
F82017,WOA_SA,DA,3e-05,Yes
F82017,WOA_SA,BOA,5e-05,Yes
F82017,WOA_SA,FOA,0.86327,No
F82017,GA,PSO,8e-05,Yes
F82017,GA,GWO,0.0,Yes
F82017,GA,DA,0.0,Yes
F82017,GA,BOA,0.0,Yes
F82017,GA,FOA,0.0,Yes
F82017,PSO,GWO,0.0,Yes
F82017,PSO,DA,0.0,Yes
F82017,PSO,BOA,0.0,Yes
F82017,PSO,FOA,0.0,Yes
F82017,GWO,DA,0.0,Yes
F82017,GWO,BOA,0.0,Yes
F82017,GWO,FOA,0.0,Yes
F82017,DA,BOA,0.91619,No
F82017,DA,FOA,2e-05,Yes
F82017,BOA,FOA,1e-05,Yes
F92017,WOA_SA,GA,0.0,Yes
F92017,WOA_SA,PSO,0.0,Yes
F92017,WOA_SA,GWO,0.0,Yes
F92017,WOA_SA,DA,0.0,Yes
F92017,WOA_SA,BOA,0.0,Yes
F92017,WOA_SA,FOA,0.0,Yes
F92017,GA,PSO,0.02898,Yes
F92017,GA,GWO,0.87833,No
F92017,GA,DA,0.0,Yes
F92017,GA,BOA,0.0,Yes
F92017,GA,FOA,0.0,Yes
F92017,PSO,GWO,0.08944,No
F92017,PSO,DA,0.0,Yes
F92017,PSO,BOA,0.0,Yes
F92017,PSO,FOA,0.0,Yes
F92017,GWO,DA,0.0,Yes
F92017,GWO,BOA,0.0,Yes
F92017,GWO,FOA,3e-05,Yes
F92017,DA,BOA,0.02067,Yes
F92017,DA,FOA,0.00038,Yes
F92017,BOA,FOA,0.0,Yes
