Function,Algorithm 1,Algorithm 2,p-value,Significant (p < 0.05)
F122022,WOA_Cros,WOA_original,0.0,Yes
F122022,WOA_Mut,WOA_original,0.00078,Yes
F22022,WOA_GA,WOA_PSO,0.0,Yes
F22022,WOA_GA,WOA_Cros,0.0,Yes
F22022,WOA_GA,WOA_Mut,0.45479,No
F22022,WOA_GA,WOA_original,0.0,Yes
F22022,WOA_PSO,WOA_Cros,0.23353,No
F22022,WOA_PSO,WOA_Mut,0.0,Yes
F22022,WOA_PSO,WOA_original,0.0,Yes
F22022,WOA_Cros,WOA_Mut,0.0,Yes
F22022,WOA_Cros,WOA_original,0.0,Yes
F22022,WOA_Mut,WOA_original,0.0,Yes
F32022,WOA_GA,WOA_PSO,0.0,Yes
F32022,WOA_GA,WOA_Cros,0.0,Yes
F32022,WOA_GA,WOA_Mut,0.03049,Yes
F32022,WOA_GA,WOA_original,0.0,Yes
F32022,WOA_PSO,WOA_Cros,0.0,Yes
F32022,WOA_PSO,WOA_Mut,0.0,Yes
F32022,WOA_PSO,WOA_original,0.0,Yes
F32022,WOA_Cros,WOA_Mut,0.0,Yes
F32022,WOA_Cros,WOA_original,0.0,Yes
F32022,WOA_Mut,WOA_original,0.0,Yes
F42022,WOA_GA,WOA_PSO,0.00133,Yes
F42022,WOA_GA,WOA_Cros,0.00065,Yes
F42022,WOA_GA,WOA_Mut,0.81837,No
F42022,WOA_GA,WOA_original,0.0932,No
F42022,WOA_PSO,WOA_Cros,0.59182,No
F42022,WOA_PSO,WOA_Mut,0.00103,Yes
F42022,WOA_PSO,WOA_original,0.0,Yes
F42022,WOA_Cros,WOA_Mut,0.00015,Yes
F42022,WOA_Cros,WOA_original,0.0,Yes
F42022,WOA_Mut,WOA_original,0.01806,Yes
F52022,WOA_GA,WOA_PSO,0.11394,No
F52022,WOA_GA,WOA_Cros,0.45479,No
F52022,WOA_GA,WOA_Mut,0.21148,No
F52022,WOA_GA,WOA_original,0.02238,Yes
F52022,WOA_PSO,WOA_Cros,0.4097,No
F52022,WOA_PSO,WOA_Mut,0.40426,No
F52022,WOA_PSO,WOA_original,0.00032,Yes
F52022,WOA_Cros,WOA_Mut,0.58521,No
F52022,WOA_Cros,WOA_original,0.01057,Yes
F52022,WOA_Mut,WOA_original,0.00418,Yes
F62022,WOA_GA,WOA_PSO,0.37249,No
F62022,WOA_GA,WOA_Cros,0.0,Yes
F62022,WOA_GA,WOA_Mut,0.00034,Yes
F62022,WOA_GA,WOA_original,0.0,Yes
F62022,WOA_PSO,WOA_Cros,0.0,Yes
F62022,WOA_PSO,WOA_Mut,0.0,Yes
F62022,WOA_PSO,WOA_original,0.0,Yes
F62022,WOA_Cros,WOA_Mut,0.0,Yes
F62022,WOA_Cros,WOA_original,0.0,Yes
F62022,WOA_Mut,WOA_original,0.0,Yes
F72022,WOA_GA,WOA_PSO,0.00011,Yes
F72022,WOA_GA,WOA_Cros,0.0,Yes
F72022,WOA_GA,WOA_Mut,0.12799,No
F72022,WOA_GA,WOA_original,1e-05,Yes
F72022,WOA_PSO,WOA_Cros,0.02973,Yes
F72022,WOA_PSO,WOA_Mut,0.0,Yes
F72022,WOA_PSO,WOA_original,0.0,Yes
F72022,WOA_Cros,WOA_Mut,0.0,Yes
F72022,WOA_Cros,WOA_original,0.0,Yes
F72022,WOA_Mut,WOA_original,8e-05,Yes
F82022,WOA_GA,WOA_PSO,0.16002,No
F82022,WOA_GA,WOA_Cros,0.04831,Yes
F82022,WOA_GA,WOA_Mut,0.04094,Yes
F82022,WOA_GA,WOA_original,0.0,Yes
F82022,WOA_PSO,WOA_Cros,0.4263,No
F82022,WOA_PSO,WOA_Mut,0.00594,Yes
F82022,WOA_PSO,WOA_original,0.0,Yes
F82022,WOA_Cros,WOA_Mut,0.00128,Yes
F82022,WOA_Cros,WOA_original,0.0,Yes
F82022,WOA_Mut,WOA_original,0.01257,Yes
F92022,WOA_GA,WOA_PSO,0.98473,No
F92022,WOA_GA,WOA_Cros,0.0,Yes
F92022,WOA_GA,WOA_Mut,0.0001,Yes
F92022,WOA_GA,WOA_original,0.0,Yes
F92022,WOA_PSO,WOA_Cros,3e-05,Yes
F92022,WOA_PSO,WOA_Mut,0.00184,Yes
F92022,WOA_PSO,WOA_original,0.0,Yes
F92022,WOA_Cros,WOA_Mut,0.0,Yes
F92022,WOA_Cros,WOA_original,0.0,Yes
F92022,WOA_Mut,WOA_original,9e-05,Yes
