Function,Algorithm 1,Algorithm 2,p-value,Significant (p < 0.05)
F132017,WOA_Cros,WOA_Mut,0.0,Yes
F132017,WOA_Cros,WOA_original,0.0,Yes
F132017,WOA_Mut,WOA_original,0.57209,No
F142017,WOA_SA,WOA_GA,0.0,Yes
F142017,WOA_SA,WOA_PSO,0.0,Yes
F142017,WOA_SA,WOA_Cros,0.0,Yes
F142017,WOA_SA,WOA_Mut,0.0,Yes
F142017,WOA_SA,WOA_original,0.0,Yes
F142017,WOA_GA,WOA_PSO,0.0,Yes
F142017,WOA_GA,WOA_Cros,0.0,Yes
F142017,WOA_GA,WOA_Mut,0.05804,No
F142017,WOA_GA,WOA_original,0.00016,Yes
F142017,WOA_PSO,WOA_Cros,0.06207,No
F142017,WOA_PSO,WOA_Mut,0.0,Yes
F142017,WOA_PSO,WOA_original,0.0,Yes
F142017,WOA_Cros,WOA_Mut,0.0,Yes
F142017,WOA_Cros,WOA_original,0.0,Yes
F142017,WOA_Mut,WOA_original,0.0,Yes
F152017,WOA_SA,WOA_GA,0.0,Yes
F152017,WOA_SA,WOA_PSO,0.0,Yes
F152017,WOA_SA,WOA_Cros,0.0,Yes
F152017,WOA_SA,WOA_Mut,0.0,Yes
F152017,WOA_SA,WOA_original,0.0,Yes
F152017,WOA_GA,WOA_PSO,0.0,Yes
F152017,WOA_GA,WOA_Cros,0.0,Yes
F152017,WOA_GA,WOA_Mut,0.99237,No
F152017,WOA_GA,WOA_original,0.00018,Yes
F152017,WOA_PSO,WOA_Cros,0.18125,No
F152017,WOA_PSO,WOA_Mut,0.0,Yes
F152017,WOA_PSO,WOA_original,0.0,Yes
F152017,WOA_Cros,WOA_Mut,0.0,Yes
F152017,WOA_Cros,WOA_original,0.0,Yes
F152017,WOA_Mut,WOA_original,0.0,Yes
F162017,WOA_SA,WOA_GA,0.0,Yes
F162017,WOA_SA,WOA_PSO,0.0,Yes
F162017,WOA_SA,WOA_Cros,0.0,Yes
F162017,WOA_SA,WOA_Mut,0.0,Yes
F162017,WOA_SA,WOA_original,0.0171,Yes
F162017,WOA_GA,WOA_PSO,0.01489,Yes
F162017,WOA_GA,WOA_Cros,0.00017,Yes
F162017,WOA_GA,WOA_Mut,0.00967,Yes
F162017,WOA_GA,WOA_original,0.0,Yes
F162017,WOA_PSO,WOA_Cros,0.26534,No
F162017,WOA_PSO,WOA_Mut,0.0,Yes
F162017,WOA_PSO,WOA_original,0.0,Yes
F162017,WOA_Cros,WOA_Mut,0.0,Yes
F162017,WOA_Cros,WOA_original,0.0,Yes
F162017,WOA_Mut,WOA_original,0.00738,Yes
F172017,WOA_SA,WOA_GA,0.0,Yes
F172017,WOA_SA,WOA_PSO,0.0,Yes
F172017,WOA_SA,WOA_Cros,0.0,Yes
F172017,WOA_SA,WOA_Mut,0.0,Yes
F172017,WOA_SA,WOA_original,0.0,Yes
F172017,WOA_GA,WOA_PSO,0.0,Yes
F172017,WOA_GA,WOA_Cros,0.00034,Yes
F172017,WOA_GA,WOA_Mut,0.67363,No
F172017,WOA_GA,WOA_original,0.57863,No
F172017,WOA_PSO,WOA_Cros,0.00172,Yes
F172017,WOA_PSO,WOA_Mut,0.0,Yes
F172017,WOA_PSO,WOA_original,0.0,Yes
F172017,WOA_Cros,WOA_Mut,0.02617,Yes
F172017,WOA_Cros,WOA_original,0.11394,No
F172017,WOA_Mut,WOA_original,0.70895,No
F182017,WOA_SA,WOA_GA,0.0,Yes
F182017,WOA_SA,WOA_PSO,0.0,Yes
F182017,WOA_SA,WOA_Cros,0.0,Yes
F182017,WOA_SA,WOA_Mut,0.0,Yes
F182017,WOA_SA,WOA_original,1e-05,Yes
F182017,WOA_GA,WOA_PSO,0.0,Yes
F182017,WOA_GA,WOA_Cros,0.0,Yes
F182017,WOA_GA,WOA_Mut,0.05547,No
F182017,WOA_GA,WOA_original,0.00148,Yes
F182017,WOA_PSO,WOA_Cros,0.81837,No
F182017,WOA_PSO,WOA_Mut,0.0,Yes
F182017,WOA_PSO,WOA_original,0.0,Yes
F182017,WOA_Cros,WOA_Mut,0.0,Yes
F182017,WOA_Cros,WOA_original,0.0,Yes
F182017,WOA_Mut,WOA_original,0.24122,No
F192017,WOA_SA,WOA_GA,0.0,Yes
F192017,WOA_SA,WOA_PSO,0.0,Yes
F192017,WOA_SA,WOA_Cros,0.0,Yes
F192017,WOA_SA,WOA_Mut,0.0,Yes
F192017,WOA_SA,WOA_original,0.0,Yes
F192017,WOA_GA,WOA_PSO,0.12317,No
F192017,WOA_GA,WOA_Cros,0.00057,Yes
F192017,WOA_GA,WOA_Mut,0.0,Yes
F192017,WOA_GA,WOA_original,0.0,Yes
F192017,WOA_PSO,WOA_Cros,0.0,Yes
F192017,WOA_PSO,WOA_Mut,0.00019,Yes
F192017,WOA_PSO,WOA_original,0.0,Yes
F192017,WOA_Cros,WOA_Mut,0.0,Yes
F192017,WOA_Cros,WOA_original,0.0,Yes
F192017,WOA_Mut,WOA_original,1e-05,Yes
F202017,WOA_SA,WOA_GA,0.0,Yes
F202017,WOA_SA,WOA_PSO,0.0,Yes
F202017,WOA_SA,WOA_Cros,0.0,Yes
F202017,WOA_SA,WOA_Mut,0.0,Yes
F202017,WOA_SA,WOA_original,0.0,Yes
F202017,WOA_GA,WOA_PSO,0.0,Yes
F202017,WOA_GA,WOA_Cros,0.0,Yes
F202017,WOA_GA,WOA_Mut,0.00576,Yes
F202017,WOA_GA,WOA_original,0.0,Yes
F202017,WOA_PSO,WOA_Cros,0.10111,No
F202017,WOA_PSO,WOA_Mut,0.0,Yes
F202017,WOA_PSO,WOA_original,0.0,Yes
F202017,WOA_Cros,WOA_Mut,1e-05,Yes
F202017,WOA_Cros,WOA_original,0.0,Yes
F202017,WOA_Mut,WOA_original,0.0,Yes
F212017,WOA_SA,WOA_GA,0.0,Yes
F212017,WOA_SA,WOA_PSO,0.0,Yes
F212017,WOA_SA,WOA_Cros,0.0,Yes
F212017,WOA_SA,WOA_Mut,0.0,Yes
F212017,WOA_SA,WOA_original,0.23353,No
F212017,WOA_GA,WOA_PSO,0.0,Yes
F212017,WOA_GA,WOA_Cros,0.0,Yes
F212017,WOA_GA,WOA_Mut,0.57863,No
F212017,WOA_GA,WOA_original,0.0,Yes
F212017,WOA_PSO,WOA_Cros,0.26534,No
F212017,WOA_PSO,WOA_Mut,0.0,Yes
F212017,WOA_PSO,WOA_original,0.0,Yes
F212017,WOA_Cros,WOA_Mut,0.0,Yes
F212017,WOA_Cros,WOA_original,0.0,Yes
F212017,WOA_Mut,WOA_original,0.0,Yes
F22017,WOA_SA,WOA_GA,0.0,Yes
F22017,WOA_SA,WOA_PSO,0.0,Yes
F22017,WOA_SA,WOA_Cros,0.0,Yes
F22017,WOA_SA,WOA_Mut,0.0,Yes
F22017,WOA_SA,WOA_original,0.0,Yes
F22017,WOA_GA,WOA_PSO,0.0,Yes
F22017,WOA_GA,WOA_Cros,0.0,Yes
F22017,WOA_GA,WOA_Mut,0.00043,Yes
F22017,WOA_GA,WOA_original,0.00057,Yes
F22017,WOA_PSO,WOA_Cros,0.0,Yes
F22017,WOA_PSO,WOA_Mut,0.0,Yes
F22017,WOA_PSO,WOA_original,0.0,Yes
F22017,WOA_Cros,WOA_Mut,0.0,Yes
F22017,WOA_Cros,WOA_original,0.0,Yes
F22017,WOA_Mut,WOA_original,0.0,Yes
F222017,WOA_SA,WOA_GA,0.0,Yes
F222017,WOA_SA,WOA_PSO,0.0,Yes
F222017,WOA_SA,WOA_Cros,0.0,Yes
F222017,WOA_SA,WOA_Mut,0.0,Yes
F222017,WOA_SA,WOA_original,0.0,Yes
F222017,WOA_GA,WOA_PSO,0.0,Yes
F222017,WOA_GA,WOA_Cros,0.0,Yes
F222017,WOA_GA,WOA_Mut,0.03997,Yes
F222017,WOA_GA,WOA_original,0.0,Yes
F222017,WOA_PSO,WOA_Cros,0.0,Yes
F222017,WOA_PSO,WOA_Mut,0.0,Yes
F222017,WOA_PSO,WOA_original,0.0,Yes
F222017,WOA_Cros,WOA_Mut,0.0,Yes
F222017,WOA_Cros,WOA_original,0.0,Yes
F222017,WOA_Mut,WOA_original,0.0,Yes
F232017,WOA_SA,WOA_GA,0.0,Yes
F232017,WOA_SA,WOA_PSO,0.0,Yes
F232017,WOA_SA,WOA_Cros,0.0,Yes
F232017,WOA_SA,WOA_Mut,0.0,Yes
F232017,WOA_SA,WOA_original,0.0,Yes
F232017,WOA_GA,WOA_PSO,0.0,Yes
F232017,WOA_GA,WOA_Cros,0.0,Yes
F232017,WOA_GA,WOA_Mut,0.19763,No
F232017,WOA_GA,WOA_original,0.0,Yes
F232017,WOA_PSO,WOA_Cros,0.0,Yes
F232017,WOA_PSO,WOA_Mut,0.0,Yes
F232017,WOA_PSO,WOA_original,0.0,Yes
F232017,WOA_Cros,WOA_Mut,0.0,Yes
F232017,WOA_Cros,WOA_original,0.0,Yes
F232017,WOA_Mut,WOA_original,0.0,Yes
F242017,WOA_SA,WOA_GA,0.0,Yes
F242017,WOA_SA,WOA_PSO,0.0,Yes
F242017,WOA_SA,WOA_Cros,0.0,Yes
F242017,WOA_SA,WOA_Mut,0.0,Yes
F242017,WOA_SA,WOA_original,0.0,Yes
F242017,WOA_GA,WOA_PSO,0.0,Yes
F242017,WOA_GA,WOA_Cros,0.0,Yes
F242017,WOA_GA,WOA_Mut,0.00148,Yes
F242017,WOA_GA,WOA_original,0.0,Yes
F242017,WOA_PSO,WOA_Cros,2e-05,Yes
F242017,WOA_PSO,WOA_Mut,0.0,Yes
F242017,WOA_PSO,WOA_original,0.0,Yes
F242017,WOA_Cros,WOA_Mut,0.0,Yes
F242017,WOA_Cros,WOA_original,0.0,Yes
F242017,WOA_Mut,WOA_original,0.0,Yes
F252017,WOA_SA,WOA_GA,0.0,Yes
F252017,WOA_SA,WOA_PSO,0.0,Yes
F252017,WOA_SA,WOA_Cros,0.0,Yes
F252017,WOA_SA,WOA_Mut,0.0,Yes
F252017,WOA_SA,WOA_original,0.10317,No
F252017,WOA_GA,WOA_PSO,0.0028,Yes
F252017,WOA_GA,WOA_Cros,0.0,Yes
F252017,WOA_GA,WOA_Mut,0.00738,Yes
F252017,WOA_GA,WOA_original,0.0,Yes
F252017,WOA_PSO,WOA_Cros,0.0,Yes
F252017,WOA_PSO,WOA_Mut,0.99237,No
F252017,WOA_PSO,WOA_original,0.0,Yes
F252017,WOA_Cros,WOA_Mut,0.0,Yes
F252017,WOA_Cros,WOA_original,0.0,Yes
F252017,WOA_Mut,WOA_original,0.0,Yes
F262017,WOA_SA,WOA_GA,6e-05,Yes
F262017,WOA_SA,WOA_PSO,0.0,Yes
F262017,WOA_SA,WOA_Cros,0.0,Yes
F262017,WOA_SA,WOA_Mut,0.00011,Yes
F262017,WOA_SA,WOA_original,0.3829,No
F262017,WOA_GA,WOA_PSO,3e-05,Yes
F262017,WOA_GA,WOA_Cros,0.0,Yes
F262017,WOA_GA,WOA_Mut,0.61859,No
F262017,WOA_GA,WOA_original,0.00091,Yes
F262017,WOA_PSO,WOA_Cros,0.1515,No
F262017,WOA_PSO,WOA_Mut,0.00013,Yes
F262017,WOA_PSO,WOA_original,0.0,Yes
F262017,WOA_Cros,WOA_Mut,0.0,Yes
F262017,WOA_Cros,WOA_original,0.0,Yes
F262017,WOA_Mut,WOA_original,0.00124,Yes
F272017,WOA_SA,WOA_GA,0.0,Yes
F272017,WOA_SA,WOA_PSO,0.0,Yes
F272017,WOA_SA,WOA_Cros,0.0,Yes
F272017,WOA_SA,WOA_Mut,0.0,Yes
F272017,WOA_SA,WOA_original,0.0,Yes
F272017,WOA_GA,WOA_PSO,1e-05,Yes
F272017,WOA_GA,WOA_Cros,0.0,Yes
F272017,WOA_GA,WOA_Mut,0.0607,No
F272017,WOA_GA,WOA_original,0.0,Yes
F272017,WOA_PSO,WOA_Cros,0.93138,No
F272017,WOA_PSO,WOA_Mut,0.0,Yes
F272017,WOA_PSO,WOA_original,0.0,Yes
F272017,WOA_Cros,WOA_Mut,0.0,Yes
F272017,WOA_Cros,WOA_original,0.0,Yes
F272017,WOA_Mut,WOA_original,0.0,Yes
F282017,WOA_SA,WOA_GA,0.0,Yes
F282017,WOA_SA,WOA_PSO,0.0,Yes
F282017,WOA_SA,WOA_Cros,0.0,Yes
F282017,WOA_SA,WOA_Mut,0.0,Yes
F282017,WOA_SA,WOA_original,0.04094,Yes
F282017,WOA_GA,WOA_PSO,0.0,Yes
F282017,WOA_GA,WOA_Cros,0.0,Yes
F282017,WOA_GA,WOA_Mut,0.1355,No
F282017,WOA_GA,WOA_original,3e-05,Yes
F282017,WOA_PSO,WOA_Cros,0.44901,No
F282017,WOA_PSO,WOA_Mut,0.0,Yes
F282017,WOA_PSO,WOA_original,0.0,Yes
F282017,WOA_Cros,WOA_Mut,0.0,Yes
F282017,WOA_Cros,WOA_original,0.0,Yes
F282017,WOA_Mut,WOA_original,0.0,Yes
F292017,WOA_SA,WOA_GA,0.0,Yes
F292017,WOA_SA,WOA_PSO,0.0,Yes
F292017,WOA_SA,WOA_Cros,0.0,Yes
F292017,WOA_SA,WOA_Mut,0.0,Yes
F292017,WOA_SA,WOA_original,5e-05,Yes
F292017,WOA_GA,WOA_PSO,1e-05,Yes
F292017,WOA_GA,WOA_Cros,0.0,Yes
F292017,WOA_GA,WOA_Mut,0.01221,Yes
F292017,WOA_GA,WOA_original,0.0,Yes
F292017,WOA_PSO,WOA_Cros,0.28229,No
F292017,WOA_PSO,WOA_Mut,0.0,Yes
F292017,WOA_PSO,WOA_original,0.0,Yes
F292017,WOA_Cros,WOA_Mut,0.0,Yes
F292017,WOA_Cros,WOA_original,0.0,Yes
F292017,WOA_Mut,WOA_original,1e-05,Yes
F32017,WOA_SA,WOA_GA,0.0,Yes
F32017,WOA_SA,WOA_PSO,0.0,Yes
F32017,WOA_SA,WOA_Cros,0.0,Yes
F32017,WOA_SA,WOA_Mut,0.0,Yes
F32017,WOA_SA,WOA_original,0.0,Yes
F32017,WOA_GA,WOA_PSO,0.0,Yes
F32017,WOA_GA,WOA_Cros,0.0,Yes
F32017,WOA_GA,WOA_Mut,0.44901,No
F32017,WOA_GA,WOA_original,0.0,Yes
F32017,WOA_PSO,WOA_Cros,0.00912,Yes
F32017,WOA_PSO,WOA_Mut,0.0,Yes
F32017,WOA_PSO,WOA_original,0.0,Yes
F32017,WOA_Cros,WOA_Mut,0.0,Yes
F32017,WOA_Cros,WOA_original,0.0,Yes
F32017,WOA_Mut,WOA_original,0.0,Yes
F42017,WOA_SA,WOA_GA,0.0,Yes
F42017,WOA_SA,WOA_PSO,0.0,Yes
F42017,WOA_SA,WOA_Cros,0.0,Yes
F42017,WOA_SA,WOA_Mut,0.0,Yes
F42017,WOA_SA,WOA_original,0.0,Yes
F42017,WOA_GA,WOA_PSO,0.0,Yes
F42017,WOA_GA,WOA_Cros,0.0,Yes
F42017,WOA_GA,WOA_Mut,0.00073,Yes
F42017,WOA_GA,WOA_original,0.0,Yes
F42017,WOA_PSO,WOA_Cros,1e-05,Yes
F42017,WOA_PSO,WOA_Mut,0.0,Yes
F42017,WOA_PSO,WOA_original,0.0,Yes
F42017,WOA_Cros,WOA_Mut,0.0,Yes
F42017,WOA_Cros,WOA_original,0.0,Yes
F42017,WOA_Mut,WOA_original,0.0,Yes
F52017,WOA_SA,WOA_GA,0.0,Yes
F52017,WOA_SA,WOA_PSO,0.0,Yes
F52017,WOA_SA,WOA_Cros,0.0,Yes
F52017,WOA_SA,WOA_Mut,0.0,Yes
F52017,WOA_SA,WOA_original,0.0,Yes
F52017,WOA_GA,WOA_PSO,0.43191,No
F52017,WOA_GA,WOA_Cros,0.03997,Yes
F52017,WOA_GA,WOA_Mut,0.21866,No
F52017,WOA_GA,WOA_original,0.0,Yes
F52017,WOA_PSO,WOA_Cros,0.01907,Yes
F52017,WOA_PSO,WOA_Mut,0.59846,No
F52017,WOA_PSO,WOA_original,0.0,Yes
F52017,WOA_Cros,WOA_Mut,0.00038,Yes
F52017,WOA_Cros,WOA_original,0.0,Yes
F52017,WOA_Mut,WOA_original,0.0,Yes
F62017,WOA_SA,WOA_GA,0.0,Yes
F62017,WOA_SA,WOA_PSO,0.0,Yes
F62017,WOA_SA,WOA_Cros,0.0,Yes
F62017,WOA_SA,WOA_Mut,0.0,Yes
F62017,WOA_SA,WOA_original,0.0,Yes
F62017,WOA_GA,WOA_PSO,0.0,Yes
F62017,WOA_GA,WOA_Cros,0.0,Yes
F62017,WOA_GA,WOA_Mut,0.10111,No
F62017,WOA_GA,WOA_original,0.0,Yes
F62017,WOA_PSO,WOA_Cros,0.0,Yes
F62017,WOA_PSO,WOA_Mut,0.0,Yes
F62017,WOA_PSO,WOA_original,0.0,Yes
F62017,WOA_Cros,WOA_Mut,0.0,Yes
F62017,WOA_Cros,WOA_original,0.0,Yes
F62017,WOA_Mut,WOA_original,0.0,Yes
F72017,WOA_SA,WOA_GA,0.0,Yes
F72017,WOA_SA,WOA_PSO,0.0,Yes
F72017,WOA_SA,WOA_Cros,0.0,Yes
F72017,WOA_SA,WOA_Mut,0.0,Yes
F72017,WOA_SA,WOA_original,0.0,Yes
F72017,WOA_GA,WOA_PSO,0.00184,Yes
F72017,WOA_GA,WOA_Cros,0.0,Yes
F72017,WOA_GA,WOA_Mut,0.0932,No
F72017,WOA_GA,WOA_original,0.00016,Yes
F72017,WOA_PSO,WOA_Cros,0.1162,No
F72017,WOA_PSO,WOA_Mut,0.07083,No
F72017,WOA_PSO,WOA_original,0.0,Yes
F72017,WOA_Cros,WOA_Mut,0.00191,Yes
F72017,WOA_Cros,WOA_original,0.0,Yes
F72017,WOA_Mut,WOA_original,0.0,Yes
F82017,WOA_SA,WOA_GA,0.0,Yes
F82017,WOA_SA,WOA_PSO,0.0,Yes
F82017,WOA_SA,WOA_Cros,0.0,Yes
F82017,WOA_SA,WOA_Mut,0.0,Yes
F82017,WOA_SA,WOA_original,0.0,Yes
F82017,WOA_GA,WOA_PSO,0.01408,Yes
F82017,WOA_GA,WOA_Cros,0.01856,Yes
F82017,WOA_GA,WOA_Mut,0.34721,No
F82017,WOA_GA,WOA_original,6e-05,Yes
F82017,WOA_PSO,WOA_Cros,0.87833,No
F82017,WOA_PSO,WOA_Mut,0.37767,No
F82017,WOA_PSO,WOA_original,0.0,Yes
F82017,WOA_Cros,WOA_Mut,0.65277,No
F82017,WOA_Cros,WOA_original,0.0,Yes
F82017,WOA_Mut,WOA_original,0.0,Yes
F92017,WOA_SA,WOA_GA,0.0,Yes
F92017,WOA_SA,WOA_PSO,0.0,Yes
F92017,WOA_SA,WOA_Cros,0.0,Yes
F92017,WOA_SA,WOA_Mut,0.0,Yes
F92017,WOA_SA,WOA_original,0.0,Yes
F92017,WOA_GA,WOA_PSO,0.00091,Yes
F92017,WOA_GA,WOA_Cros,0.92378,No
F92017,WOA_GA,WOA_Mut,0.0,Yes
F92017,WOA_GA,WOA_original,0.0,Yes
F92017,WOA_PSO,WOA_Cros,8e-05,Yes
F92017,WOA_PSO,WOA_Mut,0.34721,No
F92017,WOA_PSO,WOA_original,5e-05,Yes
F92017,WOA_Cros,WOA_Mut,0.0,Yes
F92017,WOA_Cros,WOA_original,0.0,Yes
F92017,WOA_Mut,WOA_original,0.00032,Yes
