Function,Algorithm 1,Algorithm 2,p-value,Significant (p < 0.05)
F122014,PSO,GWO,0.0,Yes
F122014,PSO,DA,0.0,Yes
F122014,PSO,BOA,0.0,Yes
F122014,PSO,FOA,0.0,Yes
F122014,GWO,DA,0.0,Yes
F122014,GWO,BOA,1e-05,Yes
F122014,GWO,FOA,0.44901,No
F122014,DA,BOA,0.01408,Yes
F122014,DA,FOA,0.0,Yes
F122014,BOA,FOA,3e-05,Yes
F132014,WOA_SA,GA,0.0,Yes
F132014,WOA_SA,PSO,0.0,Yes
F132014,WOA_SA,GWO,0.0,Yes
F132014,WOA_SA,DA,0.0,Yes
F132014,WOA_SA,BOA,0.0,Yes
F132014,WOA_SA,FOA,0.0,Yes
F132014,GA,PSO,0.0,Yes
F132014,GA,GWO,0.0,Yes
F132014,GA,DA,0.0,Yes
F132014,GA,BOA,0.0,Yes
F132014,GA,FOA,0.0,Yes
F132014,PSO,GWO,0.0,Yes
F132014,PSO,DA,0.0,Yes
F132014,PSO,BOA,0.0,Yes
F132014,PSO,FOA,0.0,Yes
F132014,GWO,DA,0.0,Yes
F132014,GWO,BOA,0.0,Yes
F132014,GWO,FOA,0.0,Yes
F132014,DA,BOA,0.003,Yes
F132014,DA,FOA,0.22975,No
F132014,BOA,FOA,0.0693,No
F142014,WOA_SA,GA,0.0,Yes
F142014,WOA_SA,PSO,0.0,Yes
F142014,WOA_SA,GWO,0.0,Yes
F142014,WOA_SA,DA,0.0,Yes
F142014,WOA_SA,BOA,0.0,Yes
F142014,WOA_SA,FOA,0.0,Yes
F142014,GA,PSO,0.0,Yes
F142014,GA,GWO,0.0,Yes
F142014,GA,DA,0.0,Yes
F142014,GA,BOA,0.0,Yes
F142014,GA,FOA,0.0,Yes
F142014,PSO,GWO,0.0,Yes
F142014,PSO,DA,0.0,Yes
F142014,PSO,BOA,0.0,Yes
F142014,PSO,FOA,0.0,Yes
F142014,GWO,DA,0.0,Yes
F142014,GWO,BOA,0.0,Yes
F142014,GWO,FOA,0.0,Yes
F142014,DA,BOA,3e-05,Yes
F142014,DA,FOA,0.0031,Yes
F142014,BOA,FOA,0.0,Yes
F152014,WOA_SA,GA,0.0,Yes
F152014,WOA_SA,PSO,0.0,Yes
F152014,WOA_SA,GWO,0.0,Yes
F152014,WOA_SA,DA,0.0,Yes
F152014,WOA_SA,BOA,0.0,Yes
F152014,WOA_SA,FOA,0.0,Yes
F152014,GA,PSO,0.00082,Yes
F152014,GA,GWO,0.00613,Yes
F152014,GA,DA,0.0,Yes
F152014,GA,BOA,0.0,Yes
F152014,GA,FOA,0.0,Yes
F152014,PSO,GWO,0.0,Yes
F152014,PSO,DA,0.0,Yes
F152014,PSO,BOA,0.0,Yes
F152014,PSO,FOA,0.0,Yes
F152014,GWO,DA,0.0,Yes
F152014,GWO,BOA,0.0,Yes
F152014,GWO,FOA,0.0,Yes
F152014,DA,BOA,0.66665,No
F152014,DA,FOA,6e-05,Yes
F152014,BOA,FOA,0.0,Yes
F162014,WOA_SA,GA,0.0,Yes
F162014,WOA_SA,PSO,0.0,Yes
F162014,WOA_SA,GWO,0.0,Yes
F162014,WOA_SA,DA,0.0,Yes
F162014,WOA_SA,BOA,0.0,Yes
F162014,WOA_SA,FOA,0.0,Yes
F162014,GA,PSO,7e-05,Yes
F162014,GA,GWO,4e-05,Yes
F162014,GA,DA,0.0,Yes
F162014,GA,BOA,0.0,Yes
F162014,GA,FOA,0.0,Yes
F162014,PSO,GWO,0.37767,No
F162014,PSO,DA,0.0,Yes
F162014,PSO,BOA,0.0,Yes
F162014,PSO,FOA,0.0,Yes
F162014,GWO,DA,0.0,Yes
F162014,GWO,BOA,0.0,Yes
F162014,GWO,FOA,1e-05,Yes
F162014,DA,BOA,0.0,Yes
F162014,DA,FOA,0.0,Yes
F162014,BOA,FOA,0.0255,Yes
F172014,WOA_SA,GA,0.0,Yes
F172014,WOA_SA,PSO,0.0,Yes
F172014,WOA_SA,GWO,1e-05,Yes
F172014,WOA_SA,DA,0.09909,No
F172014,WOA_SA,BOA,0.02485,Yes
F172014,WOA_SA,FOA,0.0,Yes
F172014,GA,PSO,0.0,Yes
F172014,GA,GWO,0.0,Yes
F172014,GA,DA,0.0,Yes
F172014,GA,BOA,0.0,Yes
F172014,GA,FOA,0.08944,No
F172014,PSO,GWO,0.0,Yes
F172014,PSO,DA,0.0,Yes
F172014,PSO,BOA,0.0,Yes
F172014,PSO,FOA,0.0,Yes
F172014,GWO,DA,0.00012,Yes
F172014,GWO,BOA,0.00119,Yes
F172014,GWO,FOA,0.0,Yes
F172014,DA,BOA,0.26121,No
F172014,DA,FOA,0.0,Yes
F172014,BOA,FOA,0.0,Yes
F182014,WOA_SA,GA,0.0,Yes
F182014,WOA_SA,PSO,0.0,Yes
F182014,WOA_SA,GWO,0.0,Yes
F182014,WOA_SA,DA,0.0,Yes
F182014,WOA_SA,BOA,0.42072,No
F182014,WOA_SA,FOA,0.0,Yes
F182014,GA,PSO,0.0,Yes
F182014,GA,GWO,0.003,Yes
F182014,GA,DA,0.0,Yes
F182014,GA,BOA,0.0,Yes
F182014,GA,FOA,0.81094,No
F182014,PSO,GWO,0.0,Yes
F182014,PSO,DA,0.0,Yes
F182014,PSO,BOA,0.0,Yes
F182014,PSO,FOA,0.0,Yes
F182014,GWO,DA,0.0,Yes
F182014,GWO,BOA,0.0,Yes
F182014,GWO,FOA,0.00343,Yes
F182014,DA,BOA,0.0,Yes
F182014,DA,FOA,0.0,Yes
F182014,BOA,FOA,0.0,Yes
F192014,WOA_SA,GA,0.0,Yes
F192014,WOA_SA,PSO,0.0,Yes
F192014,WOA_SA,GWO,0.0,Yes
F192014,WOA_SA,DA,0.00541,Yes
F192014,WOA_SA,BOA,0.53357,No
F192014,WOA_SA,FOA,0.0,Yes
F192014,GA,PSO,0.0,Yes
F192014,GA,GWO,0.00019,Yes
F192014,GA,DA,0.0,Yes
F192014,GA,BOA,0.0,Yes
F192014,GA,FOA,0.02297,Yes
F192014,PSO,GWO,0.0,Yes
F192014,PSO,DA,0.0,Yes
F192014,PSO,BOA,0.0,Yes
F192014,PSO,FOA,0.0,Yes
F192014,GWO,DA,0.0,Yes
F192014,GWO,BOA,0.0,Yes
F192014,GWO,FOA,0.07083,No
F192014,DA,BOA,0.00653,Yes
F192014,DA,FOA,0.0,Yes
F192014,BOA,FOA,0.0,Yes
F202014,WOA_SA,GA,0.0,Yes
F202014,WOA_SA,PSO,0.0,Yes
F202014,WOA_SA,GWO,0.0,Yes
F202014,WOA_SA,DA,0.0004,Yes
F202014,WOA_SA,BOA,0.43757,No
F202014,WOA_SA,FOA,0.0,Yes
F202014,GA,PSO,0.0,Yes
F202014,GA,GWO,0.00228,Yes
F202014,GA,DA,0.0,Yes
F202014,GA,BOA,0.0,Yes
F202014,GA,FOA,0.00198,Yes
F202014,PSO,GWO,0.0,Yes
F202014,PSO,DA,0.0,Yes
F202014,PSO,BOA,0.0,Yes
F202014,PSO,FOA,0.0,Yes
F202014,GWO,DA,0.0,Yes
F202014,GWO,BOA,0.0,Yes
F202014,GWO,FOA,0.40426,No
F202014,DA,BOA,0.00391,Yes
F202014,DA,FOA,0.0,Yes
F202014,BOA,FOA,0.0,Yes
F212014,WOA_SA,GA,0.0,Yes
F212014,WOA_SA,PSO,0.0,Yes
F212014,WOA_SA,GWO,0.09131,No
F212014,WOA_SA,DA,0.10953,No
F212014,WOA_SA,BOA,0.0,Yes
F212014,WOA_SA,FOA,0.0,Yes
F212014,GA,PSO,0.0,Yes
F212014,GA,GWO,0.0,Yes
F212014,GA,DA,0.0,Yes
F212014,GA,BOA,0.0,Yes
F212014,GA,FOA,0.00057,Yes
F212014,PSO,GWO,0.0,Yes
F212014,PSO,DA,0.0,Yes
F212014,PSO,BOA,0.0,Yes
F212014,PSO,FOA,0.0,Yes
F212014,GWO,DA,0.01856,Yes
F212014,GWO,BOA,0.0,Yes
F212014,GWO,FOA,7e-05,Yes
F212014,DA,BOA,5e-05,Yes
F212014,DA,FOA,0.0,Yes
F212014,BOA,FOA,0.0,Yes
F22014,WOA_SA,GA,0.0,Yes
F22014,WOA_SA,PSO,0.0,Yes
F22014,WOA_SA,GWO,0.0,Yes
F22014,WOA_SA,DA,0.0,Yes
F22014,WOA_SA,BOA,0.0,Yes
F22014,WOA_SA,FOA,0.0,Yes
F22014,GA,PSO,0.0,Yes
F22014,GA,GWO,0.0,Yes
F22014,GA,DA,0.0,Yes
F22014,GA,BOA,0.0,Yes
F22014,GA,FOA,0.0,Yes
F22014,PSO,GWO,0.0,Yes
F22014,PSO,DA,0.0,Yes
F22014,PSO,BOA,0.0,Yes
F22014,PSO,FOA,0.0,Yes
F22014,GWO,DA,0.0,Yes
F22014,GWO,BOA,0.0,Yes
F22014,GWO,FOA,0.0,Yes
F22014,DA,BOA,0.00115,Yes
F22014,DA,FOA,0.01856,Yes
F22014,BOA,FOA,0.07396,No
F222014,WOA_SA,GA,0.0,Yes
F222014,WOA_SA,PSO,0.0,Yes
F222014,WOA_SA,GWO,0.00034,Yes
F222014,WOA_SA,DA,0.10317,No
F222014,WOA_SA,BOA,2e-05,Yes
F222014,WOA_SA,FOA,0.0,Yes
F222014,GA,PSO,0.0,Yes
F222014,GA,GWO,0.00576,Yes
F222014,GA,DA,0.0,Yes
F222014,GA,BOA,0.0,Yes
F222014,GA,FOA,0.68768,No
F222014,PSO,GWO,0.0,Yes
F222014,PSO,DA,0.0,Yes
F222014,PSO,BOA,0.0,Yes
F222014,PSO,FOA,0.0,Yes
F222014,GWO,DA,0.0,Yes
F222014,GWO,BOA,0.0,Yes
F222014,GWO,FOA,0.0255,Yes
F222014,DA,BOA,0.00594,Yes
F222014,DA,FOA,0.0,Yes
F222014,BOA,FOA,0.0,Yes
F232014,WOA_SA,GA,0.0,Yes
F232014,WOA_SA,PSO,0.0,Yes
F232014,WOA_SA,GWO,0.0,Yes
F232014,WOA_SA,DA,0.0,Yes
F232014,WOA_SA,BOA,0.0,Yes
F232014,WOA_SA,FOA,0.0,Yes
F232014,GA,PSO,0.0,Yes
F232014,GA,GWO,0.0,Yes
F232014,GA,DA,0.86327,No
F232014,GA,BOA,0.00476,Yes
F232014,GA,FOA,0.0,Yes
F232014,PSO,GWO,0.0,Yes
F232014,PSO,DA,0.0,Yes
F232014,PSO,BOA,0.0,Yes
F232014,PSO,FOA,0.0,Yes
F232014,GWO,DA,0.0,Yes
F232014,GWO,BOA,0.0,Yes
F232014,GWO,FOA,0.0,Yes
F232014,DA,BOA,0.05299,No
F232014,DA,FOA,0.0,Yes
F232014,BOA,FOA,0.0,Yes
F242014,WOA_SA,GA,0.0,Yes
F242014,WOA_SA,PSO,0.0,Yes
F242014,WOA_SA,GWO,0.0,Yes
F242014,WOA_SA,DA,0.0,Yes
F242014,WOA_SA,BOA,0.0,Yes
F242014,WOA_SA,FOA,0.0,Yes
F242014,GA,PSO,0.0,Yes
F242014,GA,GWO,0.0,Yes
F242014,GA,DA,0.89345,No
F242014,GA,BOA,0.07556,No
F242014,GA,FOA,0.0,Yes
F242014,PSO,GWO,0.0,Yes
F242014,PSO,DA,0.0,Yes
F242014,PSO,BOA,0.0,Yes
F242014,PSO,FOA,0.0,Yes
F242014,GWO,DA,0.0,Yes
F242014,GWO,BOA,0.0,Yes
F242014,GWO,FOA,0.0,Yes
F242014,DA,BOA,0.22601,No
F242014,DA,FOA,0.0,Yes
F242014,BOA,FOA,0.0,Yes
F252014,WOA_SA,GA,0.0,Yes
F252014,WOA_SA,PSO,0.0,Yes
F252014,WOA_SA,GWO,0.0,Yes
F252014,WOA_SA,DA,0.0,Yes
F252014,WOA_SA,BOA,0.0,Yes
F252014,WOA_SA,FOA,0.0,Yes
F252014,GA,PSO,0.0,Yes
F252014,GA,GWO,0.0,Yes
F252014,GA,DA,0.11172,No
F252014,GA,BOA,0.05936,No
F252014,GA,FOA,0.00067,Yes
F252014,PSO,GWO,0.0,Yes
F252014,PSO,DA,0.0,Yes
F252014,PSO,BOA,0.0,Yes
F252014,PSO,FOA,0.0,Yes
F252014,GWO,DA,0.0,Yes
F252014,GWO,BOA,0.0,Yes
F252014,GWO,FOA,0.0,Yes
F252014,DA,BOA,0.24513,No
F252014,DA,FOA,0.02755,Yes
F252014,BOA,FOA,0.37767,No
F262014,WOA_SA,GA,0.0,Yes
F262014,WOA_SA,PSO,0.19763,No
F262014,WOA_SA,GWO,0.00085,Yes
F262014,WOA_SA,DA,0.0,Yes
F262014,WOA_SA,BOA,0.0,Yes
F262014,WOA_SA,FOA,0.0,Yes
F262014,GA,PSO,0.0,Yes
F262014,GA,GWO,0.0,Yes
F262014,GA,DA,0.0,Yes
F262014,GA,BOA,0.0,Yes
F262014,GA,FOA,0.0,Yes
F262014,PSO,GWO,0.00133,Yes
F262014,PSO,DA,0.29104,No
F262014,PSO,BOA,0.0,Yes
F262014,PSO,FOA,0.5591,No
F262014,GWO,DA,3e-05,Yes
F262014,GWO,BOA,2e-05,Yes
F262014,GWO,FOA,0.0,Yes
F262014,DA,BOA,0.0,Yes
F262014,DA,FOA,0.0,Yes
F262014,BOA,FOA,0.0,Yes
F272014,WOA_SA,GA,0.0,Yes
F272014,WOA_SA,PSO,0.0,Yes
F272014,WOA_SA,GWO,0.0,Yes
F272014,WOA_SA,DA,0.0,Yes
F272014,WOA_SA,BOA,0.04719,Yes
F272014,WOA_SA,FOA,0.0,Yes
F272014,GA,PSO,0.00014,Yes
F272014,GA,GWO,0.0,Yes
F272014,GA,DA,0.0,Yes
F272014,GA,BOA,0.0,Yes
F272014,GA,FOA,0.01959,Yes
F272014,PSO,GWO,0.0,Yes
F272014,PSO,DA,0.0,Yes
F272014,PSO,BOA,0.0,Yes
F272014,PSO,FOA,1e-05,Yes
F272014,GWO,DA,5e-05,Yes
F272014,GWO,BOA,0.0,Yes
F272014,GWO,FOA,0.00115,Yes
F272014,DA,BOA,0.0,Yes
F272014,DA,FOA,0.0,Yes
F272014,BOA,FOA,0.0,Yes
F282014,WOA_SA,GA,0.0,Yes
F282014,WOA_SA,PSO,0.0,Yes
F282014,WOA_SA,GWO,0.0,Yes
F282014,WOA_SA,DA,0.0,Yes
F282014,WOA_SA,BOA,0.00833,Yes
F282014,WOA_SA,FOA,0.0,Yes
F282014,GA,PSO,0.0,Yes
F282014,GA,GWO,0.03453,Yes
F282014,GA,DA,0.00111,Yes
F282014,GA,BOA,0.0,Yes
F282014,GA,FOA,0.59846,No
F282014,PSO,GWO,0.0,Yes
F282014,PSO,DA,0.0,Yes
F282014,PSO,BOA,0.0,Yes
F282014,PSO,FOA,0.0,Yes
F282014,GWO,DA,0.72326,No
F282014,GWO,BOA,0.0,Yes
F282014,GWO,FOA,0.49639,No
F282014,DA,BOA,0.0,Yes
F282014,DA,FOA,0.13046,No
F282014,BOA,FOA,0.0,Yes
F292014,WOA_SA,GA,0.0,Yes
F292014,WOA_SA,PSO,0.0,Yes
F292014,WOA_SA,GWO,0.0,Yes
F292014,WOA_SA,DA,0.00095,Yes
F292014,WOA_SA,BOA,0.44901,No
F292014,WOA_SA,FOA,0.0,Yes
F292014,GA,PSO,0.0,Yes
F292014,GA,GWO,0.00912,Yes
F292014,GA,DA,0.0,Yes
F292014,GA,BOA,0.0,Yes
F292014,GA,FOA,0.01153,Yes
F292014,PSO,GWO,0.24513,No
F292014,PSO,DA,0.0,Yes
F292014,PSO,BOA,0.0,Yes
F292014,PSO,FOA,0.0,Yes
F292014,GWO,DA,0.0,Yes
F292014,GWO,BOA,0.0,Yes
F292014,GWO,FOA,1e-05,Yes
F292014,DA,BOA,0.00014,Yes
F292014,DA,FOA,0.0,Yes
F292014,BOA,FOA,0.0,Yes
F302014,WOA_SA,GA,0.0,Yes
F302014,WOA_SA,PSO,0.0,Yes
F302014,WOA_SA,GWO,0.0,Yes
F302014,WOA_SA,DA,0.76673,No
F302014,WOA_SA,BOA,0.94661,No
F302014,WOA_SA,FOA,0.0,Yes
F302014,GA,PSO,0.0,Yes
F302014,GA,GWO,0.0,Yes
F302014,GA,DA,0.0,Yes
F302014,GA,BOA,0.0,Yes
F302014,GA,FOA,0.63217,No
F302014,PSO,GWO,0.72326,No
F302014,PSO,DA,0.0,Yes
F302014,PSO,BOA,0.0,Yes
F302014,PSO,FOA,0.0,Yes
F302014,GWO,DA,0.0,Yes
F302014,GWO,BOA,0.0,Yes
F302014,GWO,FOA,0.0,Yes
F302014,DA,BOA,0.59182,No
F302014,DA,FOA,0.0,Yes
F302014,BOA,FOA,0.0,Yes
F32014,WOA_SA,GA,0.0,Yes
F32014,WOA_SA,PSO,0.0,Yes
F32014,WOA_SA,GWO,0.0,Yes
F32014,WOA_SA,DA,0.0001,Yes
F32014,WOA_SA,BOA,0.0,Yes
F32014,WOA_SA,FOA,0.0,Yes
F32014,GA,PSO,0.05422,No
F32014,GA,GWO,0.47832,No
F32014,GA,DA,0.0,Yes
F32014,GA,BOA,0.37249,No
F32014,GA,FOA,8e-05,Yes
F32014,PSO,GWO,0.00143,Yes
F32014,PSO,DA,0.0,Yes
F32014,PSO,BOA,0.05422,No
F32014,PSO,FOA,0.02359,Yes
F32014,GWO,DA,0.0,Yes
F32014,GWO,BOA,0.26951,No
F32014,GWO,FOA,0.0,Yes
F32014,DA,BOA,0.0,Yes
F32014,DA,FOA,0.0,Yes
F32014,BOA,FOA,0.04193,Yes
F42014,WOA_SA,GA,0.0,Yes
F42014,WOA_SA,PSO,0.0,Yes
F42014,WOA_SA,GWO,0.0,Yes
F42014,WOA_SA,DA,0.0,Yes
F42014,WOA_SA,BOA,0.0,Yes
F42014,WOA_SA,FOA,0.0,Yes
F42014,GA,PSO,6e-05,Yes
F42014,GA,GWO,0.0,Yes
F42014,GA,DA,0.0,Yes
F42014,GA,BOA,0.0,Yes
F42014,GA,FOA,0.0,Yes
F42014,PSO,GWO,0.0,Yes
F42014,PSO,DA,0.0,Yes
F42014,PSO,BOA,0.0,Yes
F42014,PSO,FOA,0.0,Yes
F42014,GWO,DA,0.0,Yes
F42014,GWO,BOA,0.0,Yes
F42014,GWO,FOA,0.09909,No
F42014,DA,BOA,0.12081,No
F42014,DA,FOA,0.0,Yes
F42014,BOA,FOA,0.0,Yes
F52014,WOA_SA,GA,0.0,Yes
F52014,WOA_SA,PSO,0.0,Yes
F52014,WOA_SA,GWO,0.0,Yes
F52014,WOA_SA,DA,0.0,Yes
F52014,WOA_SA,BOA,0.00057,Yes
F52014,WOA_SA,FOA,0.0,Yes
F52014,GA,PSO,0.0,Yes
F52014,GA,GWO,0.0,Yes
F52014,GA,DA,0.0,Yes
F52014,GA,BOA,0.0,Yes
F52014,GA,FOA,0.0,Yes
F52014,PSO,GWO,0.02179,Yes
F52014,PSO,DA,0.0,Yes
F52014,PSO,BOA,0.0,Yes
F52014,PSO,FOA,0.01026,Yes
F52014,GWO,DA,0.00065,Yes
F52014,GWO,BOA,0.0,Yes
F52014,GWO,FOA,0.63217,No
F52014,DA,BOA,0.0133,Yes
F52014,DA,FOA,0.00119,Yes
F52014,BOA,FOA,0.0,Yes
F62014,WOA_SA,GA,0.0,Yes
F62014,WOA_SA,PSO,0.0,Yes
F62014,WOA_SA,GWO,0.0,Yes
F62014,WOA_SA,DA,0.0,Yes
F62014,WOA_SA,BOA,0.0,Yes
F62014,WOA_SA,FOA,0.0,Yes
F62014,GA,PSO,0.0,Yes
F62014,GA,GWO,0.0,Yes
F62014,GA,DA,0.0,Yes
F62014,GA,BOA,0.0,Yes
F62014,GA,FOA,0.0,Yes
F62014,PSO,GWO,0.0,Yes
F62014,PSO,DA,0.0,Yes
F62014,PSO,BOA,0.0,Yes
F62014,PSO,FOA,0.0,Yes
F62014,GWO,DA,0.0,Yes
F62014,GWO,BOA,0.0,Yes
F62014,GWO,FOA,0.0,Yes
F62014,DA,BOA,0.10953,No
F62014,DA,FOA,3e-05,Yes
F62014,BOA,FOA,0.0,Yes
F72014,WOA_SA,GA,0.0,Yes
F72014,WOA_SA,PSO,0.0,Yes
F72014,WOA_SA,GWO,0.0,Yes
F72014,WOA_SA,DA,0.0,Yes
F72014,WOA_SA,BOA,0.0,Yes
F72014,WOA_SA,FOA,0.0,Yes
F72014,GA,PSO,0.0,Yes
F72014,GA,GWO,0.0,Yes
F72014,GA,DA,0.0,Yes
F72014,GA,BOA,0.0,Yes
F72014,GA,FOA,0.0,Yes
F72014,PSO,GWO,0.0,Yes
F72014,PSO,DA,0.0,Yes
F72014,PSO,BOA,0.0,Yes
F72014,PSO,FOA,0.0,Yes
F72014,GWO,DA,0.0,Yes
F72014,GWO,BOA,0.0,Yes
F72014,GWO,FOA,0.0,Yes
F72014,DA,BOA,0.02297,Yes
F72014,DA,FOA,0.09709,No
F72014,BOA,FOA,0.0002,Yes
F82014,WOA_SA,GA,0.0,Yes
F82014,WOA_SA,PSO,0.0,Yes
F82014,WOA_SA,GWO,0.0,Yes
F82014,WOA_SA,DA,0.0,Yes
F82014,WOA_SA,BOA,0.0,Yes
F82014,WOA_SA,FOA,0.0,Yes
F82014,GA,PSO,0.0,Yes
F82014,GA,GWO,0.0,Yes
F82014,GA,DA,0.0,Yes
F82014,GA,BOA,0.0,Yes
F82014,GA,FOA,0.0,Yes
F82014,PSO,GWO,0.0,Yes
F82014,PSO,DA,0.0,Yes
F82014,PSO,BOA,0.0,Yes
F82014,PSO,FOA,0.0,Yes
F82014,GWO,DA,0.0,Yes
F82014,GWO,BOA,0.0,Yes
F82014,GWO,FOA,0.0,Yes
F82014,DA,BOA,0.91619,No
F82014,DA,FOA,0.21866,No
F82014,BOA,FOA,0.0932,No
F92014,WOA_SA,GA,0.0,Yes
F92014,WOA_SA,PSO,0.0,Yes
F92014,WOA_SA,GWO,0.0,Yes
F92014,WOA_SA,DA,0.0,Yes
F92014,WOA_SA,BOA,0.0,Yes
F92014,WOA_SA,FOA,0.0,Yes
F92014,GA,PSO,2e-05,Yes
F92014,GA,GWO,0.0,Yes
F92014,GA,DA,0.0,Yes
F92014,GA,BOA,0.0,Yes
F92014,GA,FOA,0.0,Yes
F92014,PSO,GWO,0.0,Yes
F92014,PSO,DA,0.0,Yes
F92014,PSO,BOA,0.0,Yes
F92014,PSO,FOA,0.0,Yes
F92014,GWO,DA,0.0,Yes
F92014,GWO,BOA,0.0,Yes
F92014,GWO,FOA,0.0,Yes
F92014,DA,BOA,0.12081,No
F92014,DA,FOA,0.18768,No
F92014,BOA,FOA,0.00404,Yes
